一级,二级,描述,图标,数量,起始,终止
益智故事,五千年世界历史故事,讲述了从盘古开天地到辛亥革命上下五千年的历史，以年代为顺序，运用小故事，描绘大历史，简明而不失全面地勾勒出中国历史发展的全貌。我们通过生动的语言，清晰地反映出历史发展演进的脉络，阐发其中所蕴含的规律和民族智慧，让历史具备可观性和可触摸感。,catalog_612.png,325,3154,3478
益智故事,五千年中国历史故事,讲述了从盘古开天地到辛亥革命上下五千年的历史，以年代为顺序，运用小故事，描绘大历史，简明而不失全面地勾勒出中国历史发展的全貌。我们通过生动的语言，清晰地反映出历史发展演进的脉络，阐发其中所蕴含的规律和民族智慧，让历史具备可观性和可触摸感。,catalog_600.png,332,3479,3810
益智故事,中外名人成长故事,述说了一则则名人童年故事，有持之以恒的王羲之，有精忠报国的岳飞，有画坛怪才凡・高，有发明大王爱迪生……是他们给予我们启发，是他们给予我们力量，是他们让我们奋发向上。,catalog_601.png,103,3872,3974
益智故事,儿童故事三十六计,《三十六计》或称三十六策，是指中国古代三十六个兵法策略，语源于南北朝，成书于明清。它是根据中国古代军事思想和丰富的斗争经验总结而成的兵书，是中华民族悠久非物质文化遗产之一。,catalog_602.png,36,3975,4010
益智故事,《红楼梦》,《红楼梦》是一部具有世界影响力的人情小说作品 ，举世公认的中国古典小说巅峰之作，中国封建社会的百科全书，传统文化的集大成者。小说以贾、史、王、薛四大家族的兴衰为背景，以贾府的家庭琐事、闺阁闲情为脉络，以贾宝玉、林黛玉、薛宝钗的爱情婚姻故事为主线，刻画了以贾宝玉和金陵十二钗为中心的正邪两赋有情人的人性美和悲剧美。通过家族悲剧、女儿悲剧及主人公的人生悲剧，揭示出封建末世危机,catalog_603.png,30,4011,4040
益智故事,《三国演义》,"《三国演义》是中国古典四大名著之一，是中国第一部长篇章回体历史演义小说，全名为《三国志通俗演义》（又称《三国志演义》），作者是元末明初的著名小说家罗贯中。
《三国演义》描写了从东汉末年到西晋初年之间近105年的历史风云，以描写战争为主，诉说了东汉末年的群雄割据混战和魏、蜀、吴三国之间的政治和军事斗争，最终司马炎一统三国，建立晋朝的故事。反映了三国时代各类社会斗争与矛盾的转化，并概括了这一时代的历史巨变，塑造了一批叱咤风云的三国英雄人物。",catalog_604.png,21,4041,4061
益智故事,《水浒传》,"《水浒传》，是中国四大名著之一，全书描写北宋末年以宋江为首的108位好汉在梁山聚义，以及聚义之后接受招安、四处征战的故事。
《水浒传》也是汉语文学中最具备史诗特征的作品之一。[1]  是中国历史上最早用白话文写成的章回小说之一。版本众多，流传极广，脍炙人口，对中国乃至东亚的叙事文学都有极其深远的影响。
",catalog_605.png,50,4062,4111
益智故事,《西游记》,《西游记》是一部中国古典神魔小说，为中国“四大名著”之一。书中讲述唐朝法师西天取经的故事，表现了惩恶扬善的古老主题。《西游记》成书于16世纪明朝中叶，自问世以来在中国及世界各地广为流传，被翻译成多种语言。西游记是中国古典四大名著之一，是最优秀的神话小说，也是一部群众创作和文人创作相结合的作品。,catalog_606.png,16,4112,4127
益智故事,安徒生童话精选,精选西方经典的童话故事。,catalog_607.png,125,4128,4252
益智故事,童话寓言故事,童话是一种比较适合儿童阅读的文学题材，它按照儿童的心理特点和需要，通过丰富的幻想和夸张的手法来塑造鲜明的形象，用曲折动人的故事情节和浅显易懂的语言文字反映现实生活，抑恶扬善，起到教育人的目的。,catalog_608.png,139,4253,4391
益智故事,中外童话精选,精选西方经典的童话故事。,catalog_609.png,64,4853,4916
益智故事,安全教育故事,"有专家指出，通过安全教育,提高我们小学生的自我保护能力，80%的意外伤害事故是可以避免的。下面是学习啦小编为大家准备的安全教育的故事，希望大家喜欢!",catalog_610.png,136,6466,6601
益智故事,趣味谜语,谜语主要指暗射事物或文字等供人猜测的隐语，也可引申为蕴含奥秘的事物。 谜语源自中国古代民间，历经数千年的演变和发展。它是中国古代劳动人民集体智慧创造的文化产物。2008年6月7日，谜语经国务院批准列入第二批国家级非物质文化遗产名录。,catalog_611.png,299,6682,6980
百科全书,儿童百科全书上,从儿童的阅读特点和兴趣出发，采用开放式框架，大场面图设计，从幼儿身边的生活入手，帮助引导幼儿快乐地积累关键经验，促进幼儿动脑和思维的发展。,catalog_100.png,79,1521,1599
百科全书,十万个为什么,包含了神秘宇宙、艺术文化、动物王国、植物园地、地球大观、科学知识、军事航天、交通博览、等方面的内容，生动有趣，集科学性、知识性、趣味性和实用性于一体，既能帮助孩子们增长知识、开阔视野，又有助于他们文化素质的提高和阅读能力的培养,catalog_101.png,35,1600,1634
百科全书,儿童百科全书下,从儿童的阅读特点和兴趣出发，采用开放式框架，大场面图设计，从幼儿身边的生活入手，帮助引导幼儿快乐地积累关键经验，促进幼儿动脑和思维的发展。,catalog_102.png,157,2937,3093
百科全书,中国近现代名篇,收录了几十篇近现代名篇名著,catalog_610.png,17,2212,2228
百科全书,语文一年级上册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_103.png,20,4392,4411
百科全书,语文一年级下册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_104.png,42,4412,4453
百科全书,语文二年级上册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_105.png,42,4454,4495
百科全书,语文二年级下册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_106.png,42,4496,4537
百科全书,语文三年级上册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_107.png,42,4538,4579
百科全书,语文三年级下册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_108.png,45,4580,4624
百科全书,语文四年级上册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_109.png,42,4625,4666
百科全书,语文四年级下册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_110.png,45,4667,4711
百科全书,语文五年级上册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_111.png,39,4712,4750
百科全书,语文五年级下册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_112.png,28,4751,4778
百科全书,语文六年级上册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_113.png,28,4779,4806
百科全书,语文六年级下册,人教版小学语文，帮助孩子熟悉小学语文课本内容。,catalog_114.png,21,4807,4827
百科全书,金刚般若波罗蜜经,《金刚般若波罗蜜经》是大乘佛教的重要经典。全称《能断金刚般若波罗蜜多经》（vajra cchedikā praj?ā pāramitā 梵文释义：以能断金刚的智慧到彼岸），简称《金刚经》。,catalog_115.png,33,5973,6005
唐诗宋词,唐诗三百首,唐诗泛指创作于唐朝的诗。唐诗是中华民族最珍贵的文化遗产之一，是中华文化宝库中的一颗明珠，同时也对世界上许多民族和国家的文化发展产生了很大影响，对于后人研究唐代的政治、民情、风俗、文化等都有重要的参考意义和价值。,catalog_204.png,320,8362,8681
唐诗宋词,元曲三百首,"元曲又称夹心,是盛行于元代的一种文艺形式，包括杂剧和散曲，有时专指杂剧。 杂剧，宋代以滑稽搞笑为特点的一种表演形式，元代发展成戏曲形式。每本以四折为主，在开头或折间另加楔子，每折用同宫调同韵的北曲套曲和宾白组成。如关汉卿的《窦娥冤》等。流行于大都（今北京）一带。明清两代也有杂剧，但每本不限四折。 散曲，盛行于元、明、清三代的没有宾白的曲子形式。内容以抒情为主，有小令和散套两种。",catalog_406.png,303,7473,7775
唐诗宋词,宋词三百首,宋代盛行的一种中国文学体裁，宋词是一种相对于古体诗的新体诗歌之一，标志宋代文学的最高成就。宋词句子有长有短，便于歌唱。因是合乐的歌词，故又称曲子词、乐府、乐章、长短句、诗余、琴趣等。它始于梁代，形成于唐代而极盛于宋代。据《旧唐书》上记载：“自开元（唐玄宗年号）以来，歌者杂用胡夷里巷之曲。”宋词是中国古代文学皇冠上光辉夺目的明珠，在古代中国文学的阆苑里，她是一座芬芳绚丽的园圃。她以姹紫嫣红、千姿百态的神韵，与唐诗争奇，与元曲斗艳，历来与唐诗并称双绝，都代表一代文学之盛。,catalog_407.png,300,7776,8075
唐诗宋词,唐诗三百首（童声跟读）,唐诗泛指创作于唐朝的诗。唐诗是中华民族最珍贵的文化遗产之一，是中华文化宝库中的一颗明珠，同时也对世界上许多民族和国家的文化发展产生了很大影响，对于后人研究唐代的政治、民情、风俗、文化等都有重要的参考意义和价值。,catalog_110.png,319,9399,9718
唐诗宋词,唐诗,唐诗泛指创作于唐朝的诗。唐诗是中华民族最珍贵的文化遗产之一，是中华文化宝库中的一颗明珠，同时也对世界上许多民族和国家的文化发展产生了很大影响，对于后人研究唐代的政治、民情、风俗、文化等都有重要的参考意义和价值。,catalog_400.png,118,1108,1225
唐诗宋词,宋词,宋代盛行的一种中国文学体裁，宋词是一种相对于古体诗的新体诗歌之一，标志宋代文学的最高成就。宋词句子有长有短，便于歌唱。因是合乐的歌词，故又称曲子词、乐府、乐章、长短句、诗余、琴趣等。它始于梁代，形成于唐代而极盛于宋代。据《旧唐书》上记载：“自开元（唐玄宗年号）以来，歌者杂用胡夷里巷之曲。”宋词是中国古代文学皇冠上光辉夺目的明珠，在古代中国文学的阆苑里，她是一座芬芳绚丽的园圃。她以姹紫嫣红、千姿百态的神韵，与唐诗争奇，与元曲斗艳，历来与唐诗并称双绝，都代表一代文学之盛。,catalog_401.png,87,1226,1312
唐诗宋词,毛泽东诗词选,诗词渗透着毛泽东思想哲理，是毛泽东文艺思想亲自实践的范例。,catalog_402.png,69,7283,7322
唐诗宋词,中小学生必背古诗词,先秦散文、汉代文赋、唐宋诗词、明清小说……都是我国古代文化的精华，记载了我们华夏文明的足迹，见证了我们炎黄子孙曾经创造过的辉煌，是我们中华民族不朽的国粹。作为21世纪的少年儿童，很有必要学习、朗读和背诵一定篇目的古代诗文中的名篇佳作，汲取这些宝贵文化遗产的精华，从而开阔眼界、陶冶情操、增长知识、丰富语言，同时也可以培养审美能力、提高语文水平。,catalog_404.png,160,7323,7775
儿童歌谣,童谣,收集了经典儿歌，让孩子拥有快乐童年。,catalog_200.png,57,304,360
儿童歌谣,经典儿歌,收集了经典儿歌，让孩子拥有快乐童年。,catalog_201.png,228,5662,5849
儿童歌谣,教学儿歌,收集了经典儿歌，让孩子拥有快乐童年。,catalog_202.png,37,5850,5886
儿童歌谣,摇篮曲,摇篮曲，原是母亲抚慰小儿入睡的歌曲，通常都很简短。旋律轻柔甜美，伴奏的节奏型则带摇篮的动荡感。许多大作曲家如莫扎特、舒伯特、勃拉姆斯都写有这种歌曲。由于音乐平易、动人，常被改编为器乐独奏曲。此外也有专为器乐写的摇篮曲。,catalog_203.png,16,5887,5902
儿童歌谣,成语接龙,成语接龙是中华民族传统的文字游戏。它不仅有着悠久的历史和广泛的社会基础，同时还是体现我国文字、文化、文明的一个缩影，是老少皆宜的民间文化娱乐活动。成语接龙规则多样，大家一般熟知的是采用成语字头与字尾相连不断延伸的方法进行接龙；因为成语接龙是作为一种广泛开展的群众性竞争游戏出现的，所以它必须有一个权威、严密的规范方法，以体现游戏的公平、公正。使佼佼者脱颖而出。,catalog_204.png,20,5903,5922
,,,,,,
0-3岁,铃木左右脑全能音乐,《左右脑全能音乐》根据海内外先进育儿科研成果，再度遴选经典西洋古典音乐作品，是家长和教师必备的音乐宝鉴。希望能给孩子们的童年带来欢乐和智慧。让宝宝聪明的第一步，400年来影响世界亿万宝宝一生的音乐宝库，左右脑均衡发展，激发宝宝无限潜能，适合全家人共享。,catalog_301.png,97,142,238
0-3岁,古琴 ,古琴是中华文化中地位最崇高的乐器，自古“琴”为其特指，20世纪20年代为与钢琴区分改称古琴。琴有“士无故不撤琴瑟”和“左琴右书”之说。位列中国传统文化四艺“琴棋书画”之首，被视为高雅的代表，亦为文人吟唱时的伴奏乐器，自古以来一直是许多文人必备的知识和必修的科目。伯牙、钟子期以“高山流水”而成知音的故事流传至今；琴台被视为友谊的象征。大量诗词文赋中有琴的身影。,catalog_302.png,104,1,104
0-3岁,神笛,"笛子，是古老的中国乐器，也是中国乐器中最具代表性最有民族特色的吹奏乐器。中国传统音乐中常用的横吹木管乐器之一，中国竹笛，一般分为南方的曲笛、北方的梆笛和介于两者之间的中音笛。
笛子常在中国民间音乐、戏曲、中国民族乐团、西洋交响乐团和现代音乐中运用，是中国音乐的代表乐器之一。在民族乐队中，笛子是举足轻重的吹管乐器，被当做民族吹管乐的代表。",catalog_303.png,13,105,117
0-3岁,琵琶,琵琶，是弹拨乐器首座， 拨弦类弦鸣乐器。木制，音箱呈半梨形，上装四弦，原先是用丝线，现多用钢丝、钢绳、尼龙制成。颈与面板上设用以确定音位的“相”和“品”。演奏时竖抱，左手按弦，右手五指弹奏，是可独奏、伴奏、重奏、合奏的重要民族乐器。琵琶，是东亚传统弹拨乐器，已有两千多年的历史。最早被称为“琵琶”的乐器大约在中国秦朝出现。“琵琶”二字中的“珏”意为“二玉相碰，发出悦耳碰击声”，表示这是一种以弹碰琴弦的方式发声的乐器。其名“琵”、“琶”是根据演奏这些乐器的右手技法而来的。也就是说琵和琶原是两种弹奏手法的名称，琵是右手向前弹，琶是右手向后挑。在唐朝以前，琵琶也是汉语里对所有鲁特琴族（又称琉特属）弹拨乐器的总称。中国琵琶更传到东亚其他地区，发展成现时的日本琵琶、朝鲜琵琶和越南琵琶。,catalog_304.png,9,118,126
0-3岁,二胡,"二胡始于唐朝，称“奚琴""，至今已有一千多年的历史。是一种中国传统拉弦乐器。二胡，即二弦胡琴，又名“南胡”、嗡子，二胡是中华民族乐器家族中主要的弓弦乐器（擦弦乐器）之一。",catalog_305.png,15,127,141
0-3岁,童声跟读三字经,"《三字经》，是中国的传统启蒙教材。在中国古代经典当中，《三字经》是最浅显易懂的读本之一。《三字经》取材典范，包括中国传统文化的文学、历史、哲学、天文地理、人伦义理、忠孝节义等等，而核心思想又包括了“仁，义，诚，敬，孝。”背诵《三字经》的同时，就了解了常识、传统国学及历史故事，以及故事内涵中的做人做事道理。
在格式上，三字一句朗朗上口，因其文通俗、顺口、易记等特点，使其与《百家姓》、《千字文》并称为中国传统蒙学三大读物，合称“三百千”。  《三字经》与《百家姓》、《千字文》并称为三大国学启蒙读物。《三字经》是中华民族珍贵的文化遗产，它短小精悍、琅琅上口，千百年来，家喻户晓。其内容涵盖了历史、天文、地理、道德以及一些民间传说，所谓“熟读《三字经》，可知千古事”。基于历史原因，《三字经》难免含有一些精神糟粕、艺术瑕疵，但其独特的思想价值和文化魅力仍然为世人所公认，被历代中国人奉为经典并不断流传。",catalog_306.png,7,361,367
0-3岁,童声跟读孝经,《孝经》中国古代儒家的伦理著作。儒家十三经之一。传说是孔子作，但南宋时已有人怀疑是出于后人附会。清代纪昀在《四库全书总目》中指出，该书是孔子“七十子之徒之遗言”，成书于秦汉之际。自西汉至魏晋南北朝，注解者及百家。现在流行的版本是唐玄宗李隆基注，宋代邢m疏。全书共分18章。,catalog_307.png,3,368,370
0-3岁,童声跟读论语,《论语》由孔子弟子及再传弟子编写而成，至汉代成书。主要记录孔子及其弟子的言行，较为集中地反映了孔子的思想，是儒家学派的经典著作之一。以语录体为主，叙事体为辅，集中体现了孔子的政治主张、伦理思想、道德观念及教育原则等。与《大学》、《中庸》、《孟子》并称“四书”，与《诗》、《书》、《礼》、《易》、《春秋》等“五经”，总称“四书五经”。全书共20篇、492章，首创 “语录体” 。是中国现传扬并学习的古代著作之一。,catalog_308.png,21,371,391
0-3岁,童声跟读中庸,《中庸》是一篇论述儒家人性修养的散文，原是《礼记》第三十一篇，相传为子思所作，是一部儒家学说经典论著。经北宋程颢、程颐极力尊崇，南宋朱熹作《中庸集注》，最终和《大学》、《论语》、《孟子》并称为“四书”。宋、元以后，《中庸》成为学校官定的教科书和科举考试的必读书，对古代教育产生了极大的影响。,catalog_309.png,5,392,396
0-3岁,童声跟读诗经,《诗经》是中国古代诗歌开端，最早的一部诗歌总集，收集了西周初年至春秋中叶（前11世纪至前6世纪）的诗歌，，反映了周初至周晚期约五百年间的社会面貌。,catalog_310.png,46,397,442
0-3岁,童声跟读老子,"《道德经》是春秋时期老子（李耳）的哲学作品，又称《道德真经》、《老子》、《五千言》、《老子五千文》，是中国古代先秦诸子分家前的一部著作，为其时诸子所共仰，是道家哲学思想的重要来源。道德经分上下两篇，原文上篇《德经》、下篇《道经》，不分章，后改为《道经》37章在前，第38章之后为《德经》，并分为81章。[1] 
《道德经》，文本以哲学意义之“道德”为纲宗，论述修身、治国、用兵、养生之道，而多以政治为旨归，乃所谓“内圣外王”之学，文意深奥，包涵广博  ，被誉为万经之王。
《道德经》是中国历史上最伟大的名著之一，对传统哲学、科学、政治、宗教等产生了深刻影响。据联合国教科文组织统计，《道德经》是除了《圣经》以外被译成外国文字发布量最多的文化名著。",catalog_311.png,81,443,523
0-3岁,童声跟读大学,《大学》是一篇论述儒家修身治国平天下思想的散文，原是《小戴礼记》第四十二篇，相传为曾子所作，实为秦汉时儒家作品，是一部中国古代讨论教育理论的重要著作。经北宋程颢、程颐竭力尊崇，南宋朱熹又作《大学章句》，最终和《中庸》、《论语》、《孟子》并称“四书”。宋、元以后，《大学》成为学校官定的教科书和科举考试的必读书，对中国古代教育产生了极大的影响。,catalog_312.png,3,524,526
0-3岁,童声跟读百家姓,"《百家姓》，是一篇关于中文姓氏的文章。按文献记载，成文于北宋初。
《百家姓》采用四言体例，对姓氏进行了排列，而且句句押韵，虽然它的内容没有文理，但对于中国姓氏文化的传承、中国文字的认识等方面都起了巨大作用，这也是能够流传千百年的一个重要因素。",catalog_313.png,3,527,529
0-3岁,童谣,收集了经典儿歌，让孩子拥有快乐童年。,catalog_314.png,57,304,360
0-3岁,经典儿歌,收集了经典儿歌，让孩子拥有快乐童年。,catalog_315.png,228,5662,5849
0-3岁,教学儿歌,收集了经典儿歌，让孩子拥有快乐童年。,catalog_316.png,37,5850,5886
0-3岁,摇篮曲,摇篮曲，原是母亲抚慰小儿入睡的歌曲，通常都很简短。旋律轻柔甜美，伴奏的节奏型则带摇篮的动荡感。许多大作曲家如莫扎特、舒伯特、勃拉姆斯都写有这种歌曲。由于音乐平易、动人，常被改编为器乐独奏曲。此外也有专为器乐写的摇篮曲。,catalog_317.png,16,5887,5902
0-3岁,快乐英语儿歌,儿歌是每一个孩子成长过程中不可缺少的一种特殊形式的音乐，通过学习儿歌，可以提升孩子的节奏感以及语言水平。随着英语在我们的日常生活中越发地重要，英文儿歌也逐渐走入到了人们的视野当中。,catalog_318.png,65,239,303
0-3岁,宝宝学英语,宝宝学英语主要采用了现代化的教育理念，与我们日常生活当中常见的事物结合在一起，通过娱乐和学习的方式，展现有趣而又生动的语言。,catalog_319.png,62,2441,2502
0-3岁,英语儿歌大全,本专辑收集英语儿歌，英语的学习其实最讲究的就是语感训练，而且其中的音质效果也是一流的，反复给孩子欣赏，可以让孩子积累英语学习的词汇，提升发音的准确率。,catalog_320.png,61,3811,3871
0-3岁,莎士比亚经典戏剧（英语）,莎士比亚（W. William Shakespeare）是英国文艺复兴时期杰出的戏剧家和诗人，是“英国戏剧之父”，本?琼斯称他为“时代的灵魂”，马克思称他为“人类最伟大的天才之一”。被赋予了“人类文学奥林匹克山上的宙斯”。,catalog_321.png,32,1404,1435
0-3岁,经典散文（英语）,本专辑收录西方经典的散文，涵盖西方各大著名的作家,catalog_322.png,10,1436,1445
0-3岁,经典诗歌（英语）,本专辑收录西方经典的诗歌，涵盖各西方著名诗人,catalog_323.png,42,1446,1487
0-3岁,著名演讲（英语）,本专辑收录西方著名演讲词，涵盖各西方名人,catalog_710.png,13,1488,1500
0-3岁,儿童文学精选（英语）,本专辑收录西方儿童文学精选，涵盖各西方著名文人,catalog_300.png,20,1501,1520
0-3岁,快乐童年故事,收集了儿童经典故事，给孩子一个充满想象力的童年。,catalog_301.png,33,1635,1667
0-3岁,经典童话故事,精选西方经典的童话故事。,catalog_302.png,75,1668,1742
0-3岁,妈妈睡前故事,本专辑汇集睡前故事，适合睡前听听。可爱的小动物和童话人物带领宝宝进入想象世界。简单易懂的故事，使宝宝在欢乐的阅读过程中，受到教益。,catalog_303.png,51,1743,1793
0-3岁,快乐启智故事,汇集了各种适合孩子学习收听的益智类故事。,catalog_304.png,77,1794,1870
0-3岁,双语故事,通过故事中夹带英语单词，生动的演绎，提高孩子的英语词汇量。,catalog_305.png,70,1871,1940
0-3岁,智力培养故事,汇集了各种适合孩子学习收听的益智类故事。,catalog_306.png,271,1941,2211
0-3岁,365夜故事,这本故事集，是给孩子们的一束繁花，其中有反映孩子们自己的生活的故事和童话，有非常古老的神话和寓言，有外国的童话和传说，也有增进知识，启迪指挥的故事和童话，其间还点缀了几首儿歌，几则谜语。凡是于孩子们有益而有趣的故事，我们能找到的都尽量收了进去。,catalog_308.png,199,2668,2866
0-3岁,聪明的问号,收录了众多孩子口中的问题，将给你的孩子带来无限的知识！是学习的好伙伴！你的宝贝是不是有很多问题呢？面对他们可爱天真的一串串问号，作家长的可怎么回答呢？,catalog_309.png,70,2867,2936
0-3岁,儿童故事三十六计,《三十六计》或称三十六策，是指中国古代三十六个兵法策略，语源于南北朝，成书于明清。它是根据中国古代军事思想和丰富的斗争经验总结而成的兵书，是中华民族悠久非物质文化遗产之一。,catalog_310.png,36,3975,4010
0-3岁,安徒生童话精选,精选西方经典的童话故事。,catalog_311.png,125,4128,4252
0-3岁,童话寓言故事,童话是一种比较适合儿童阅读的文学题材，它按照儿童的心理特点和需要，通过丰富的幻想和夸张的手法来塑造鲜明的形象，用曲折动人的故事情节和浅显易懂的语言文字反映现实生活，抑恶扬善，起到教育人的目的。,catalog_312.png,139,4253,4391
0-3岁,中外童话精选,精选西方经典的童话故事。,catalog_313.png,64,4853,4916
0-3岁,安全教育故事,"有专家指出，通过安全教育,提高我们小学生的自我保护能力，80%的意外伤害事故是可以避免的。下面是学习啦小编为大家准备的安全教育的故事，希望大家喜欢!",catalog_314.png,136,6466,6601
0-3岁,培养性格故事,为了帮助儿童建立积极开朗的良好性格策划的专辑。选取了儿童在生活中常出现的情况如无意的谎话、不懂得容忍别人的缺点、缺乏劳动意识等作为音频的主体内容。结合儿童认知水平低、好奇心强、想象力丰富等特点，帮助孩子克服弱点健康成长。,catalog_315.png,80,6602,6681
0-3岁,趣味谜语,谜语主要指暗射事物或文字等供人猜测的隐语，也可引申为蕴含奥秘的事物。 谜语源自中国古代民间，历经数千年的演变和发展。它是中国古代劳动人民集体智慧创造的文化产物。2008年6月7日，谜语经国务院批准列入第二批国家级非物质文化遗产名录。,catalog_317.png,299,6682,6980
0-3岁,唐诗精选,唐诗泛指创作于唐朝的诗。唐诗是中华民族最珍贵的文化遗产之一，是中华文化宝库中的一颗明珠，同时也对世界上许多民族和国家的文化发展产生了很大影响，对于后人研究唐代的政治、民情、风俗、文化等都有重要的参考意义和价值。,catalog_500.png,118,1108,1225
0-3岁,宋词精选,宋代盛行的一种中国文学体裁，宋词是一种相对于古体诗的新体诗歌之一，标志宋代文学的最高成就。宋词句子有长有短，便于歌唱。因是合乐的歌词，故又称曲子词、乐府、乐章、长短句、诗余、琴趣等。它始于梁代，形成于唐代而极盛于宋代。据《旧唐书》上记载：“自开元（唐玄宗年号）以来，歌者杂用胡夷里巷之曲。”宋词是中国古代文学皇冠上光辉夺目的明珠，在古代中国文学的阆苑里，她是一座芬芳绚丽的园圃。她以姹紫嫣红、千姿百态的神韵，与唐诗争奇，与元曲斗艳，历来与唐诗并称双绝，都代表一代文学之盛。,catalog_802.png,87,1226,1312
0-3岁,唐诗三百首,唐诗泛指创作于唐朝的诗。唐诗是中华民族最珍贵的文化遗产之一，是中华文化宝库中的一颗明珠，同时也对世界上许多民族和国家的文化发展产生了很大影响，对于后人研究唐代的政治、民情、风俗、文化等都有重要的参考意义和价值。,catalog_204.png,320,8362,8681
0-3岁,元曲三百首,"元曲又称夹心,是盛行于元代的一种文艺形式，包括杂剧和散曲，有时专指杂剧。 杂剧，宋代以滑稽搞笑为特点的一种表演形式，元代发展成戏曲形式。每本以四折为主，在开头或折间另加楔子，每折用同宫调同韵的北曲套曲和宾白组成。如关汉卿的《窦娥冤》等。流行于大都（今北京）一带。明清两代也有杂剧，但每本不限四折。 散曲，盛行于元、明、清三代的没有宾白的曲子形式。内容以抒情为主，有小令和散套两种。",catalog_406.png,303,7473,7775
