一级,二级,描述,图标,数量,起始,终止
0-3岁,宋词三百首,宋代盛行的一种中国文学体裁，宋词是一种相对于古体诗的新体诗歌之一，标志宋代文学的最高成就。宋词句子有长有短，便于歌唱。因是合乐的歌词，故又称曲子词、乐府、乐章、长短句、诗余、琴趣等。它始于梁代，形成于唐代而极盛于宋代。据《旧唐书》上记载：“自开元（唐玄宗年号）以来，歌者杂用胡夷里巷之曲。”宋词是中国古代文学皇冠上光辉夺目的明珠，在古代中国文学的阆苑里，她是一座芬芳绚丽的园圃。她以姹紫嫣红、千姿百态的神韵，与唐诗争奇，与元曲斗艳，历来与唐诗并称双绝，都代表一代文学之盛。,catalog_407.png,300,7776,8075
3-6岁,论语,《论语》由孔子弟子及再传弟子编写而成，至汉代成书。主要记录孔子及其弟子的言行，较为集中地反映了孔子的思想，是儒家学派的经典著作之一。以语录体为主，叙事体为辅，集中体现了孔子的政治主张、伦理思想、道德观念及教育原则等。与《大学》、《中庸》、《孟子》并称“四书”，与《诗》、《书》、《礼》、《易》、《春秋》等“五经”，总称“四书五经”。全书共20篇、492章，首创 “语录体” 。是中国现传扬并学习的古代著作之一。,catalog_700.png,20,530,549
3-6岁,大学,《大学》是一篇论述儒家修身治国平天下思想的散文，原是《小戴礼记》第四十二篇，相传为曾子所作，实为秦汉时儒家作品，是一部中国古代讨论教育理论的重要著作。经北宋程颢、程颐竭力尊崇，南宋朱熹又作《大学章句》，最终和《中庸》、《论语》、《孟子》并称“四书”。宋、元以后，《大学》成为学校官定的教科书和科举考试的必读书，对中国古代教育产生了极大的影响。,catalog_701.png,12,550,561
3-6岁,中庸,《中庸》是一篇论述儒家人性修养的散文，原是《礼记》第三十一篇，相传为子思所作，是一部儒家学说经典论著。经北宋程颢、程颐极力尊崇，南宋朱熹作《中庸集注》，最终和《大学》、《论语》、《孟子》并称为“四书”。宋、元以后，《中庸》成为学校官定的教科书和科举考试的必读书，对古代教育产生了极大的影响。,catalog_702.png,24,562,585
3-6岁,老子,"《道德经》是春秋时期老子（李耳）的哲学作品，又称《道德真经》、《老子》、《五千言》、《老子五千文》，是中国古代先秦诸子分家前的一部著作，为其时诸子所共仰，是道家哲学思想的重要来源。道德经分上下两篇，原文上篇《德经》、下篇《道经》，不分章，后改为《道经》37章在前，第38章之后为《德经》，并分为81章。[1] 
《道德经》，文本以哲学意义之“道德”为纲宗，论述修身、治国、用兵、养生之道，而多以政治为旨归，乃所谓“内圣外王”之学，文意深奥，包涵广博  ，被誉为万经之王。
《道德经》是中国历史上最伟大的名著之一，对传统哲学、科学、政治、宗教等产生了深刻影响。据联合国教科文组织统计，《道德经》是除了《圣经》以外被译成外国文字发布量最多的文化名著。",catalog_703.png,81,586,666
3-6岁,庄子,"庄子，姓庄， 名周，字子休（亦说子沐），宋国蒙人，  先祖是宋国君主宋戴公。 他是东周战国中期著名的思想家、哲学家和文学家。创立了华夏重要的哲学学派庄学，是继老子之后，战国时期道家学派的代表人物，是道家学派的主要代表人物之一。
庄周因崇尚自由而不应楚威王之聘，生平只做过宋国地方的漆园吏。史称“漆园傲吏”，被誉为地方官吏之楷模。庄子最早提出“内圣外王”思想对儒家影响深远，庄子洞悉易理，深刻指出“《易》以道阴阳”；庄子“三籁”思想与《易经》三才之道相合。他的代表作品为《庄子》，其中的名篇有《逍遥游》、《齐物论》等。与老子齐名，被称为老庄。
庄子的想象力极为丰富，语言运用自如，灵活多变，能把一些微妙难言的哲理说得引人入胜。他的作品被人称之为“文学的哲学，哲学的文学”。据传，又尝隐居南华山，故唐玄宗天宝初，诏封庄周为南华真人，称其著书《庄子》为《南华真经》。",catalog_704.png,6,667,672
3-6岁,孟子上,"孟子（约公元前372年-约公元前289年），姬姓，孟氏，名轲，字子舆，战国时期邹城（今山东邹城市）人。伟大的思想家、教育家，儒家学派的代表人物，与孔子并称“孔孟”。
韩愈《原道》将孟子列为先秦儒家继承孔子“道统”的人物，元朝追封孟子为“亚圣公”，尊称为“亚圣”，其弟子及再传弟子将孟子的言行辑录成《孟子》一书，属语录体散文集，是孟子的言论汇编，由孟子及其弟子共同编写完成，倡导“以仁为本”。代表作有《鱼我所欲也》、《得道多助，失道寡助》和《生于忧患，死于安乐》，《寡人之于国也》编入高中语文教科书中。",catalog_705.png,73,673,745
3-6岁,孟子下,"孟子（约公元前372年-约公元前289年），姬姓，孟氏，名轲，字子舆，战国时期邹城（今山东邹城市）人。伟大的思想家、教育家，儒家学派的代表人物，与孔子并称“孔孟”。
韩愈《原道》将孟子列为先秦儒家继承孔子“道统”的人物，元朝追封孟子为“亚圣公”，尊称为“亚圣”，其弟子及再传弟子将孟子的言行辑录成《孟子》一书，属语录体散文集，是孟子的言论汇编，由孟子及其弟子共同编写完成，倡导“以仁为本”。代表作有《鱼我所欲也》、《得道多助，失道寡助》和《生于忧患，死于安乐》，《寡人之于国也》编入高中语文教科书中。",catalog_607.png,188,2937,3124
3-6岁,孝经,《孝经》中国古代儒家的伦理著作。儒家十三经之一。传说是孔子作，但南宋时已有人怀疑是出于后人附会。清代纪昀在《四库全书总目》中指出，该书是孔子“七十子之徒之遗言”，成书于秦汉之际。自西汉至魏晋南北朝，注解者及百家。现在流行的版本是唐玄宗李隆基注，宋代邢m疏。全书共分18章。,catalog_706.png,1,746,746
3-6岁,弟子规,《弟子规》原名《训蒙文》，为清朝康熙年间秀才李毓秀所作。其内容采用《论语》“学而篇”第六条：“弟子入则孝，出则悌，谨而信，泛爱众，而亲仁。行有余力，则以学文。”的文义，以三字一句、两句一韵编撰而成。分为七个部分：即孝、悌、谨、信、爱众、亲仁、学文，前六项属于德育修养，后一项属于智育修养，列述弟子在家、出外、待人、接物与学习上应该恪守的守则规范，特别讲求家庭教育与生活教育的践行。后经清朝贾存仁修订改编，并改名为《弟子规》。,catalog_707.png,5,747,751
3-6岁,三字经,"《三字经》，是中国的传统启蒙教材。在中国古代经典当中，《三字经》是最浅显易懂的读本之一。《三字经》取材典范，包括中国传统文化的文学、历史、哲学、天文地理、人伦义理、忠孝节义等等，而核心思想又包括了“仁，义，诚，敬，孝。”背诵《三字经》的同时，就了解了常识、传统国学及历史故事，以及故事内涵中的做人做事道理。
在格式上，三字一句朗朗上口，因其文通俗、顺口、易记等特点，使其与《百家姓》、《千字文》并称为中国传统蒙学三大读物，合称“三百千”。  《三字经》与《百家姓》、《千字文》并称为三大国学启蒙读物。《三字经》是中华民族珍贵的文化遗产，它短小精悍、琅琅上口，千百年来，家喻户晓。其内容涵盖了历史、天文、地理、道德以及一些民间传说，所谓“熟读《三字经》，可知千古事”。基于历史原因，《三字经》难免含有一些精神糟粕、艺术瑕疵，但其独特的思想价值和文化魅力仍然为世人所公认，被历代中国人奉为经典并不断流传。",catalog_708.png,1,752,752
3-6岁,千字文,千字文，由南北朝时期梁朝散骑侍郎、给事中周兴嗣编纂、一千个汉字组成的韵文（在隋唐之前，不押韵、不对仗的文字，被称为“笔”，而非“文”）。梁武帝（502―549年）命人从王羲之书法作品中选取1000个不重复汉字，命员外散骑侍郎周兴嗣编纂成文。全文为四字句，对仗工整，条理清晰，文采斐然。《千字文》语句平白如话，易诵易记，并译有英文版、法文版、拉丁文版、意大利文版，是中国影响很大的儿童启蒙读物。,catalog_709.png,1,753,753
3-6岁,百家姓,"《百家姓》，是一篇关于中文姓氏的文章。按文献记载，成文于北宋初。
《百家姓》采用四言体例，对姓氏进行了排列，而且句句押韵，虽然它的内容没有文理，但对于中国姓氏文化的传承、中国文字的认识等方面都起了巨大作用，这也是能够流传千百年的一个重要因素。",catalog_710.png,1,754,754
3-6岁,增广贤文,"《增广贤文》。又名《昔时贤文》、《古今贤文》，是中国明代时期编写的道家儿童启蒙书目。书名最早见之于明万历年间的戏曲《牡丹亭》，据此可推知此书最迟写成于万历年间。
《增广贤文》集结中国从古到今的各种格言、谚语。后来，经过明、清两代文人的不断增补，才改成现在这个模样，称《增广昔时贤文》，通称《增广贤文》。",catalog_600.png,1,755,755
3-6岁,朱子治家格言,《朱子家训》又名《朱子治家格言》，清初朱柏庐所著。朱柏庐（1617～1688），著名理学家、教育家。名用纯，字致一。昆山（今属江苏）人。与归有光、顾炎武为“昆山三贤”。明诸生。清顺治二年（1645年）其父在守昆山城抵御清军时遇难。朱柏庐侍奉老母，抚育弟妹，播迁流离，备极艰辛。局势稍定，返回故里。因敬仰晋人王裒“攀柏庐墓”（含有不忘杀父之仇的意思）之义，故自号柏庐。居乡教授学生，潜心治学，以程、朱理学为本，提倡知行并进，躬行实践。平生精神宁谧，严以律己，对当时愿和他交往的官吏、豪绅，以礼自持。他与顾炎武坚辞不应康熙朝的博学鸿儒科，后又坚拒地方官举荐的乡饮大宾。除《朱子家训》外，尚著有《删补易经蒙引》、《四书讲义》、《困衡录》、《愧讷集》、《春秋五传酌解》、《毋欺录》等。,catalog_601.png,1,756,756
3-6岁,易经上经（周易）,"《周易》即《易经》，《三易》之一（另有观点：认为易经即三易，而非周易），是传统经典之一，相传系周文王姬昌所作，内容包括《经》和《传》两个部分。《经》主要是六十四卦和三百八十四爻，卦和爻各有说明（卦辞、爻辞），作为占卜之用。《周易》没有提出阴阳与太极等概念，讲阴阳与太极的是被道家与阴阳家所影响的《易传》。《传》包含解释卦辞和爻辞的七种文辞共十篇，统称《十翼》》，相传为孔子所撰。
春秋时期，官学开始逐渐演变为民间私学。易学前后相因，递变发展，百家之学兴，易学乃随之发生分化。自孔子赞易以后，《周易》被儒门奉为儒门圣典，六经之首。儒门之外，有两支易学与儒门易并列发展：一为旧势力仍存在的筮术易；另一为老子的道家易，易学开始分为三支。
《四库全书总目》将易学历史的源流变迁，分为“两派六宗”。两派，就是象数学派和义理学派；六宗，一为占卜宗，二为S祥宗，三为造化宗，四为老庄宗，五为儒理宗，六为史事宗。
《周易》是中国传统思想文化中自然哲学与人文实践的理论根源，是古代汉民族思想、智慧的结晶，被誉为“大道之源”。内容极其丰富，对中国几千年来的政治、经济、文化等各个领域都产生了极其深刻的影响。
《易经》为群经之首，设教之书。",catalog_321.png,30,757,786
3-6岁,易经下经1（周易）,"《周易》即《易经》，《三易》之一（另有观点：认为易经即三易，而非周易），是传统经典之一，相传系周文王姬昌所作，内容包括《经》和《传》两个部分。《经》主要是六十四卦和三百八十四爻，卦和爻各有说明（卦辞、爻辞），作为占卜之用。《周易》没有提出阴阳与太极等概念，讲阴阳与太极的是被道家与阴阳家所影响的《易传》。《传》包含解释卦辞和爻辞的七种文辞共十篇，统称《十翼》》，相传为孔子所撰。
春秋时期，官学开始逐渐演变为民间私学。易学前后相因，递变发展，百家之学兴，易学乃随之发生分化。自孔子赞易以后，《周易》被儒门奉为儒门圣典，六经之首。儒门之外，有两支易学与儒门易并列发展：一为旧势力仍存在的筮术易；另一为老子的道家易，易学开始分为三支。
《四库全书总目》将易学历史的源流变迁，分为“两派六宗”。两派，就是象数学派和义理学派；六宗，一为占卜宗，二为S祥宗，三为造化宗，四为老庄宗，五为儒理宗，六为史事宗。
《周易》是中国传统思想文化中自然哲学与人文实践的理论根源，是古代汉民族思想、智慧的结晶，被誉为“大道之源”。内容极其丰富，对中国几千年来的政治、经济、文化等各个领域都产生了极其深刻的影响。
《易经》为群经之首，设教之书。",catalog_322.png,53,787,801
3-6岁,易经下经2（周易）,"《周易》即《易经》，《三易》之一（另有观点：认为易经即三易，而非周易），是传统经典之一，相传系周文王姬昌所作，内容包括《经》和《传》两个部分。《经》主要是六十四卦和三百八十四爻，卦和爻各有说明（卦辞、爻辞），作为占卜之用。《周易》没有提出阴阳与太极等概念，讲阴阳与太极的是被道家与阴阳家所影响的《易传》。《传》包含解释卦辞和爻辞的七种文辞共十篇，统称《十翼》》，相传为孔子所撰。
春秋时期，官学开始逐渐演变为民间私学。易学前后相因，递变发展，百家之学兴，易学乃随之发生分化。自孔子赞易以后，《周易》被儒门奉为儒门圣典，六经之首。儒门之外，有两支易学与儒门易并列发展：一为旧势力仍存在的筮术易；另一为老子的道家易，易学开始分为三支。
《四库全书总目》将易学历史的源流变迁，分为“两派六宗”。两派，就是象数学派和义理学派；六宗，一为占卜宗，二为S祥宗，三为造化宗，四为老庄宗，五为儒理宗，六为史事宗。
《周易》是中国传统思想文化中自然哲学与人文实践的理论根源，是古代汉民族思想、智慧的结晶，被誉为“大道之源”。内容极其丰富，对中国几千年来的政治、经济、文化等各个领域都产生了极其深刻的影响。
《易经》为群经之首，设教之书。",catalog_322.png,53,8308,8326
3-6岁,诗经(下）,《诗经》是中国古代诗歌开端，最早的一部诗歌总集，收集了西周初年至春秋中叶（前11世纪至前6世纪）的诗歌，，反映了周初至周晚期约五百年间的社会面貌。,catalog_605.png,222,8076,8297
3-6岁,黄帝内经,"《黄帝内经》是一本综合性的医书，在黄老道家理论上建立了中医学上的“阴阳五行学说”、“脉象学说”、“藏象学说”、“经络学说”、“病因学说”“病机学说”、“病症”、“诊法”、“论治”及“养生学”、“运气学”等学说，从整体观上来论述医学，呈现了自然、生物、心理、社会“整体医学模式”（另据现代学者考证，认为今本中的黄老道家痕迹是隋唐时期的道士王冰窜入[1-2]  ）。 其基本素材来源于中国古人对生命现象的长期观察、大量的临床实践以及简单的解剖学知识。
《黄帝内经》奠定了人体生理、病理、诊断以及治疗的认识基础，是中国影响极大的一部医学著作，被称为医之始祖。",catalog_606.png,168,885,1052
3-6岁,孙子兵法,"《孙子兵法》又称《孙武兵法》、《吴孙子兵法》、《孙子兵书》《孙武兵书》等，是中国现存最早的兵书，也是世界上最早的军事著作，被誉为“兵学圣典”。
《孙子兵法》是中国古代军事文化遗产中的璀璨瑰宝，优秀传统文化的重要组成部分，其内容博大精深，思想精邃富赡，逻辑缜密严谨，是古代军事思想精华的集中体现。作者为春秋时祖籍齐国乐安的吴国将军孙武。
《孙子兵法》被奉为兵家经典。诞生至今已有2500年历史，历代都有研究。李世民说“观诸兵书，无出孙武”。兵法是谋略，谋略不是小花招，而是大战略、大智慧。如今，孙子兵法已经走向世界。它也被翻译成多种语言，在世界军事史上也具有重要的地位。《孙子兵法》竹简1972年出土在临沂。",catalog_607.png,13,1053,1065
3-6岁,史记,"《史记》是西汉著名史学家司马迁撰写的一部纪传体史书，是中国历史上第一部纪传体通史，被列为“二十四史”之首，记载了上至上古传说中的黄帝时代，下至汉武帝太初四年间共3000多年的历史。与后来的《汉书》《后汉书》《三国志》合称“前四史”。
《史记》对后世史学和文学的发展都产生了深远影响。其首创的纪传体编史方法为后来历代“正史”所传承。《史记》还被认为是一部优秀的文学著作，在中国文学史上有重要地位，被鲁迅誉为“史家之绝唱，无韵之《离骚》”，有很高的文学价值。刘向等人认为此书“善序事理，辩而不华，质而不俚”。",catalog_608.png,24,1066,1089
3-6岁,左传,"《左传》，全称《春秋左氏传》，原名《左氏春秋》，汉朝时又名《春秋左氏》 《春秋内传》《左氏》，汉朝以后才多称《左传》。
《左传》相传是春秋末年鲁国的左丘明为《春秋》做注解的一部史书，与《公羊传》、《谷梁传》合称“春秋三传”。也是中国第一部叙事详细的编年体史书，共三十五卷，是儒家经典之一且为十三经中篇幅最长的，在四库全书中列为经部。记述范围从公元前722（鲁隐公元年）至公元前468（鲁哀公二十七年）。",catalog_609.png,18,1090,1107
3-6岁,历代美文鉴赏,收录了我国历代的优秀美文。,catalog_610.png,61,1313,1373
3-6岁,笠翁对韵,《笠翁对韵》是从前人们学习写作近体诗、词，用来熟悉对仗、用韵、组织词语的启蒙读物。作者李渔，号笠翁，因此叫《笠翁对韵》。全书分为卷一和卷二。按韵分编，包罗天文、地理、花木、鸟兽、人物、器物等的虚实应对。从单字对到双字对，三字对、五字对、七字对到十一字对，声韵协调，琅琅上口，从中得到语音、词汇、修辞的训练。从单字到多字的层层属对。较之其他全用三言、四言句式更见韵味。,catalog_611.png,30,1374,1403
3-6岁,声律启蒙,《声律启蒙》是训练儿童应对，掌握声韵格律的启蒙读物。按韵分编，包罗天文、地理、花木、鸟兽、人物、器物等的虚实应对。从单字对到双字对，三字对、五字对、七字对到十一字对，声韵协调，琅琅上口，从中得到语音、词汇、修辞的训练。从单字到多字的层层属对，读起来，如唱歌般。较之其它全用三言、四言句式更见韵味。这类读物，在启蒙读物中独具一格，经久不衰。明清以来，如《训蒙骈句》、《笠翁对韵》等书，都是采用这种方式编写，并得以广泛流传。,catalog_612.png,25,4828,4852
3-6岁,中华字经, 《中华字经》是一种超级识字教材，以四字一句、分门别类、字不重用、韵语连篇的方法编撰而成。全文收录汉字 4000 个，涵盖了国家教育部、国家语委联合颁布的常用汉字和 HSK 考试大纲规定的四级汉字。,catalog_600.png,50,5923,5972
3-6岁,尚书,"《尚书》，最早书名为《书》，作者为周朝不知名文人，约成书于前五世纪，传统《尚书》由伏生传下来。
《尚书》列为儒家经典之一， “尚”即“上”，《尚书》就是上古的书，它是中国上古历史文献和部分追述古代事迹著作的汇编。
自汉初以来，有今文、古文两种不同的传本。《汉书・艺文志》说，《尚书》原有100篇，孔子编纂并为之作序。秦始皇统一中国后，颁布《焚书令》，秦代的焚书给《尚书》的流传带来毁灭性打击，原有的《尚书》抄本几乎全部被焚毁。汉代重新重视儒学，由秦博士伏生口授、用汉代通行文字隶书写的《尚书》，共28篇，人们称之为今文《尚书》。西汉时期，相传鲁恭王在拆除孔子故宅一段墙壁时，发现了另一部《尚书》，是用先秦六国时的字体书写的，人们称之为古文《尚书》。古文《尚书》经过孔子后人孔安国的整理，篇目比今文《尚书》多16篇。
在西晋永嘉年间的战乱中，今、古文《尚书》全都散失了。东晋初年，豫章内史梅赜给朝廷献上了一部《尚书》，包括今文《尚书》33篇(梅赜从原先的28篇中析出5篇）、古文《尚书》25篇，古文25篇经宋代以来的考异争论总体认为是东晋人的伪作。
清人孙星衍作《尚书今古文注疏》，广泛汲取前人考订成果，摒弃25篇伪作，将篇目重新厘定为29卷，大抵恢复了汉代《尚书》传本的面貌。《尚书》所记基本是誓、命、训、诰一类的言辞。虽说文字大体古奥迂涩，但也有少数文字比较形象、朗畅。",catalog_601.png,59,7033,7091
3-6岁,常礼举要,由李炳南老居士讲解，主要是一些日常生活中大家都需要知道的日常礼节。全文分别为：居家、在校、处世、聚餐、出门、访人、会客、旅行、对众、馈赠、庆吊、称呼。,catalog_602.png,12,7092,7103
3-6岁,幼学琼林,《幼学琼林》是中国古代启蒙的儿童读物，作者为明末的西昌人程登吉，字允升。本书最早名为《幼学须知》，又称《成语考》、《故事寻源》。明景泰年间的进士邱睿、清朝的嘉庆年间由邹圣脉、民国时人费有容、叶浦荪和蔡东藩等进行了增补。,catalog_603.png,12,7104,7115
3-6岁,了凡四训,《了凡四训》为明代袁了凡所著训子善书，阐明“命自我立，福自己求”的思想，指出一切祸福休咎皆自当人掌握，行善则积福，作恶则招祸；并现身说法，结合儒释道三家思想以自身经历体会阐明此理，鼓励向善立身，慎独立品，自求多福，远避祸殃。,catalog_604.png,4,7116,7119
3-6岁,诗品,《诗品》，古代汉族诗歌美学著作。钟嵘著。它是在刘勰《文心雕龙》以后出现的一部品评诗歌的文学批评名著。这两部著作相继出现在齐梁时代不是偶然的，因为它们都是在反对齐梁形式主义文风的斗争中的产物。另有假托晚唐司空图所作的《二十四诗品》。,catalog_605.png,24,7120,7143
3-6岁,礼记,《礼记》又名《小戴礼记》、《小戴记》，据传为西汉礼学家戴圣所编，是中国古代一部重要的典章制度选集，共二十卷四十九篇，主要记载了先秦的礼制，体现了先秦儒家的哲学思想（如天道观、宇宙观、人生观）、教育思想（如个人修身、教育制度、教学方法、学校管理）、政治思想（如以教化政、大同社会、礼制与刑律）、美学思想（如物动心感说、礼乐中和说），是研究先秦社会的重要资料 ，是一部儒家思想的资料汇编。,catalog_606.png,49,7144,7192
3-6岁,童声跟读三字经,"《三字经》，是中国的传统启蒙教材。在中国古代经典当中，《三字经》是最浅显易懂的读本之一。《三字经》取材典范，包括中国传统文化的文学、历史、哲学、天文地理、人伦义理、忠孝节义等等，而核心思想又包括了“仁，义，诚，敬，孝。”背诵《三字经》的同时，就了解了常识、传统国学及历史故事，以及故事内涵中的做人做事道理。
在格式上，三字一句朗朗上口，因其文通俗、顺口、易记等特点，使其与《百家姓》、《千字文》并称为中国传统蒙学三大读物，合称“三百千”。  《三字经》与《百家姓》、《千字文》并称为三大国学启蒙读物。《三字经》是中华民族珍贵的文化遗产，它短小精悍、琅琅上口，千百年来，家喻户晓。其内容涵盖了历史、天文、地理、道德以及一些民间传说，所谓“熟读《三字经》，可知千古事”。基于历史原因，《三字经》难免含有一些精神糟粕、艺术瑕疵，但其独特的思想价值和文化魅力仍然为世人所公认，被历代中国人奉为经典并不断流传。",catalog_607.png,7,361,367
3-6岁,童声跟读孝经,《孝经》中国古代儒家的伦理著作。儒家十三经之一。传说是孔子作，但南宋时已有人怀疑是出于后人附会。清代纪昀在《四库全书总目》中指出，该书是孔子“七十子之徒之遗言”，成书于秦汉之际。自西汉至魏晋南北朝，注解者及百家。现在流行的版本是唐玄宗李隆基注，宋代邢m疏。全书共分18章。,catalog_608.png,3,368,370
3-6岁,童声跟读论语,《论语》由孔子弟子及再传弟子编写而成，至汉代成书。主要记录孔子及其弟子的言行，较为集中地反映了孔子的思想，是儒家学派的经典著作之一。以语录体为主，叙事体为辅，集中体现了孔子的政治主张、伦理思想、道德观念及教育原则等。与《大学》、《中庸》、《孟子》并称“四书”，与《诗》、《书》、《礼》、《易》、《春秋》等“五经”，总称“四书五经”。全书共20篇、492章，首创 “语录体” 。是中国现传扬并学习的古代著作之一。,catalog_609.png,21,371,391
3-6岁,童声跟读中庸,《中庸》是一篇论述儒家人性修养的散文，原是《礼记》第三十一篇，相传为子思所作，是一部儒家学说经典论著。经北宋程颢、程颐极力尊崇，南宋朱熹作《中庸集注》，最终和《大学》、《论语》、《孟子》并称为“四书”。宋、元以后，《中庸》成为学校官定的教科书和科举考试的必读书，对古代教育产生了极大的影响。,catalog_610.png,5,392,396
3-6岁,童声跟读诗经,《诗经》是中国古代诗歌开端，最早的一部诗歌总集，收集了西周初年至春秋中叶（前11世纪至前6世纪）的诗歌，，反映了周初至周晚期约五百年间的社会面貌。,catalog_611.png,46,397,442
3-6岁,童声跟读老子,"《道德经》是春秋时期老子（李耳）的哲学作品，又称《道德真经》、《老子》、《五千言》、《老子五千文》，是中国古代先秦诸子分家前的一部著作，为其时诸子所共仰，是道家哲学思想的重要来源。道德经分上下两篇，原文上篇《德经》、下篇《道经》，不分章，后改为《道经》37章在前，第38章之后为《德经》，并分为81章。[1] 
《道德经》，文本以哲学意义之“道德”为纲宗，论述修身、治国、用兵、养生之道，而多以政治为旨归，乃所谓“内圣外王”之学，文意深奥，包涵广博  ，被誉为万经之王。
《道德经》是中国历史上最伟大的名著之一，对传统哲学、科学、政治、宗教等产生了深刻影响。据联合国教科文组织统计，《道德经》是除了《圣经》以外被译成外国文字发布量最多的文化名著。",catalog_612.png,81,443,523
3-6岁,童声跟读大学,《大学》是一篇论述儒家修身治国平天下思想的散文，原是《小戴礼记》第四十二篇，相传为曾子所作，实为秦汉时儒家作品，是一部中国古代讨论教育理论的重要著作。经北宋程颢、程颐竭力尊崇，南宋朱熹又作《大学章句》，最终和《中庸》、《论语》、《孟子》并称“四书”。宋、元以后，《大学》成为学校官定的教科书和科举考试的必读书，对中国古代教育产生了极大的影响。,catalog_611.png,3,524,526
3-6岁,童声跟读百家姓,"《百家姓》，是一篇关于中文姓氏的文章。按文献记载，成文于北宋初。
《百家姓》采用四言体例，对姓氏进行了排列，而且句句押韵，虽然它的内容没有文理，但对于中国姓氏文化的传承、中国文字的认识等方面都起了巨大作用，这也是能够流传千百年的一个重要因素。",catalog_100.png,3,527,529
3-6岁,唐诗精选,唐诗泛指创作于唐朝的诗。唐诗是中华民族最珍贵的文化遗产之一，是中华文化宝库中的一颗明珠，同时也对世界上许多民族和国家的文化发展产生了很大影响，对于后人研究唐代的政治、民情、风俗、文化等都有重要的参考意义和价值。,catalog_500.png,118,1108,1225
3-6岁,宋词精选,宋代盛行的一种中国文学体裁，宋词是一种相对于古体诗的新体诗歌之一，标志宋代文学的最高成就。宋词句子有长有短，便于歌唱。因是合乐的歌词，故又称曲子词、乐府、乐章、长短句、诗余、琴趣等。它始于梁代，形成于唐代而极盛于宋代。据《旧唐书》上记载：“自开元（唐玄宗年号）以来，歌者杂用胡夷里巷之曲。”宋词是中国古代文学皇冠上光辉夺目的明珠，在古代中国文学的阆苑里，她是一座芬芳绚丽的园圃。她以姹紫嫣红、千姿百态的神韵，与唐诗争奇，与元曲斗艳，历来与唐诗并称双绝，都代表一代文学之盛。,catalog_802.png,87,1226,1312
3-6岁,唐诗三百首,唐诗泛指创作于唐朝的诗。唐诗是中华民族最珍贵的文化遗产之一，是中华文化宝库中的一颗明珠，同时也对世界上许多民族和国家的文化发展产生了很大影响，对于后人研究唐代的政治、民情、风俗、文化等都有重要的参考意义和价值。,catalog_204.png,320,8362,8681
3-6岁,元曲三百首,"元曲又称夹心,是盛行于元代的一种文艺形式，包括杂剧和散曲，有时专指杂剧。 杂剧，宋代以滑稽搞笑为特点的一种表演形式，元代发展成戏曲形式。每本以四折为主，在开头或折间另加楔子，每折用同宫调同韵的北曲套曲和宾白组成。如关汉卿的《窦娥冤》等。流行于大都（今北京）一带。明清两代也有杂剧，但每本不限四折。 散曲，盛行于元、明、清三代的没有宾白的曲子形式。内容以抒情为主，有小令和散套两种。",catalog_406.png,303,7473,7775
